route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
2-318,SEPT20-SEPSA20-Saturday-01,73893160-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167626,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893161-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167625,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893162-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167627,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893163-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167672,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893164-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167624,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893165-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167671,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893166-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167626,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893167-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167625,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893168-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167627,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893169-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167672,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893170-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167624,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893171-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167671,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893172-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167626,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893173-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167625,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893174-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167627,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893175-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167672,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893176-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167624,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893177-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167671,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893178-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167626,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893179-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167631,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893180-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167629,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893181-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167673,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893182-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167630,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893183-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167621,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893184-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167628,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893185-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167631,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893186-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167629,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893187-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167673,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893188-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167630,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893189-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167621,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893190-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167628,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893191-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167631,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893192-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167629,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893193-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167673,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893194-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167630,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893195-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167621,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893196-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167628,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893197-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167631,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893198-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167629,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893199-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167673,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893200-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167630,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893201-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167621,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893202-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167628,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893203-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167631,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893204-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167629,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893205-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167673,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893206-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167630,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893207-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167621,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893208-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167628,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893209-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167631,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893210-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167629,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893211-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167673,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893212-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167621,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893213-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167628,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893214-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167631,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893215-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167629,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893216-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167630,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893217-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167621,20724
2-318,SEPT20-SEPSA20-Saturday-01,73893218-SEPT20-SEPSA20-Saturday-01,"Bayview",0,9167624,20726
2-318,SEPT20-SEPSA20-Saturday-01,73893219-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167625,20727
2-318,SEPT20-SEPSA20-Saturday-01,73893282-SEPT20-SEPSA20-Saturday-01,"Bayview",0,9167671,20725
2-318,SEPT20-SEPSA20-Saturday-01,73893283-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167627,20724
16-318,SEPT20-SEPSA20-Saturday-01,73893401-SEPT20-SEPSA20-Saturday-01,"Tunney's Pasture",1,9167813,162479
2-318,SEPT20-SEPSA20-Saturday-01,73894348-SEPT20-SEPSA20-Saturday-01,"Bayview",0,9167630,20725
2-318,SEPT20-SEPSA20-Saturday-01,73894349-SEPT20-SEPSA20-Saturday-01,"Bayview",0,9167673,20725
2-318,SEPT20-SEPSA20-Saturday-01,73894350-SEPT20-SEPSA20-Saturday-01,"Bayview",0,9167629,20725
2-318,SEPT20-SEPSA20-Saturday-01,73894351-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167630,20724
2-318,SEPT20-SEPSA20-Saturday-01,73894352-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167673,20724
2-318,SEPT20-SEPSA20-Saturday-01,73894353-SEPT20-SEPSA20-Saturday-01,"South keys",1,9167631,20724
61-318,SEPT20-SEPSA20-Saturday-18,76086564-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515522,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086565-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515530,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086566-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515529,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086567-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515549,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086568-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515550,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086569-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515522,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086570-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515530,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086571-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515529,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086572-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515549,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086573-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515550,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086574-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515522,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086575-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515530,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086576-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515529,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086577-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515549,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086578-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515537,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086579-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515522,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086580-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515530,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086581-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515529,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086582-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515524,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086583-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515537,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086584-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515526,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086585-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515525,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086586-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515529,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086587-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515524,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086588-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515537,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086589-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515525,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086590-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515524,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086591-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515526,613359
61-318,SEPT20-SEPSA20-Saturday-18,76086592-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515544,613359
93-318,SEPT20-SEPSA20-Saturday-18,76086593-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515475,930640
93-318,SEPT20-SEPSA20-Saturday-18,76086594-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515697,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086595-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515695,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086596-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515690,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086597-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515711,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086598-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515464,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086599-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515475,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086600-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515693,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086601-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515653,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086602-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515690,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086603-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515704,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086604-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515711,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086605-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515492,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086606-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515736,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086607-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515653,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086608-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515690,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086609-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515704,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086610-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515729,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086611-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515492,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086612-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515736,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086613-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515689,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086614-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515690,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086615-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515704,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086616-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515729,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086617-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515469,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086618-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515736,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086619-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515689,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086620-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515690,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086621-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515704,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086622-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515729,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086623-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515469,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086624-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515736,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086625-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515689,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086626-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515690,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086627-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515736,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086628-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515689,930637
93-318,SEPT20-SEPSA20-Saturday-18,76086629-SEPT20-SEPSA20-Saturday-18,"Greenboro / Hurdman",1,9515690,930637
96-318,SEPT20-SEPSA20-Saturday-18,76086630-SEPT20-SEPSA20-Saturday-18,"Hurdman / Greenboro",0,9515531,961448
96-318,SEPT20-SEPSA20-Saturday-18,76086631-SEPT20-SEPSA20-Saturday-18,"Hurdman / Greenboro",0,9515531,961448
96-318,SEPT20-SEPSA20-Saturday-18,76086632-SEPT20-SEPSA20-Saturday-18,"Hurdman / Greenboro",0,9515469,961448
175-318,SEPT20-SEPSA20-Saturday-18,76086633-SEPT20-SEPSA20-Saturday-18,"Barrhaven Centre",1,9515736,1750101
175-318,SEPT20-SEPSA20-Saturday-18,76086634-SEPT20-SEPSA20-Saturday-18,"Barrhaven Centre",1,9515699,1750101
175-318,SEPT20-SEPSA20-Saturday-18,76086635-SEPT20-SEPSA20-Saturday-18,"Barrhaven Centre",1,9515697,1750101
75-318,SEPT20-SEPSA20-Saturday-18,76086636-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515617,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086637-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515579,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086638-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515615,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086639-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515578,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086640-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515474,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086641-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515617,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086642-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515577,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086643-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515579,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086644-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515633,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086645-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515578,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086646-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515468,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086647-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515593,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086648-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515473,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086649-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515586,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086650-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515579,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086651-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515600,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086652-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515633,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086653-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515556,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086654-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515593,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086655-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515473,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086656-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515586,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086657-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515483,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086658-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515486,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086659-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515568,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086660-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515476,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086661-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515556,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086662-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515592,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086663-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515623,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086664-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515593,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086665-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515568,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086666-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515476,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086667-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515556,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086668-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515592,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086669-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515623,750534
75-318,SEPT20-SEPSA20-Saturday-18,76086670-SEPT20-SEPSA20-Saturday-18,"Tunney's Pasture",0,9515614,750534
97-318,SEPT20-SEPSA20-Saturday-18,76086671-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515601,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086672-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515629,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086673-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515627,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086674-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515637,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086675-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515618,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086676-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515601,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086677-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515630,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086678-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515561,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086679-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515629,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086680-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515580,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086681-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515587,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086682-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515627,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086683-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515637,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086684-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515618,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086685-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515601,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086686-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515630,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086687-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515561,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086688-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515629,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086689-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515580,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086690-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515587,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086691-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515627,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086692-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515637,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086693-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515618,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086694-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515601,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086695-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515630,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086696-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515561,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086697-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515629,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086698-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515580,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086699-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515587,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086700-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515627,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086701-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515637,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086702-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515557,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086703-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515601,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086704-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515630,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086705-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515561,973625
97-318,SEPT20-SEPSA20-Saturday-18,76086706-SEPT20-SEPSA20-Saturday-18,"Hurdman",1,9515596,973625
